,0
7226,TO JJ
7228,TO JJ NNS
7229,TO NN
7231,TO NN DT
7233,TO NN NN
7234,TO NN NNP
7237,TO NNP
7238,TO NNP CC
7239,TO NNP IN
7241,TO NNP NNP
7242,TO NNP PRP
7243,TO NNS
7244,TO NNS CC
7245,TO NNS IN
7246,TO PRP
7248,TO PRP IN
7249,TO PRP JJ
7250,TO PRP NN
7251,TO PRP NNP
7252,TO PRP NNS
7253,TO PRP PRP
7254,TO PRP RB
7255,TO PRP VB
7257,TO RB
7258,TO RB VB
7259,TO VB
7260,TO VB CC
7261,TO VB CD
7262,TO VB DT
7263,TO VB IN
7264,TO VB JJ
7266,TO VB NN
7267,TO VB NNP
7268,TO VB NNS
7269,TO VB PDT
7270,TO VB PRP
7271,TO VB RB
7272,TO VB RP
7273,TO VB TO
7274,TO VB VB
7275,TO VB VBG
7276,TO VB VBN
7278,TO VB WP
7279,TO VB WRB
7280,TO VBG
7282,TO VBG NNS
7283,UH
7284,UH CC
7285,UH DT
7287,UH JJ
7288,UH NN
7289,UH NN PRP
7290,UH NNP
7291,UH PRP
7292,UH PRP NN
7294,UH PRP VBP
7295,UH RB
7296,VB
7297,VB CC
7298,VB CC PRP
7299,VB CC RB
7300,VB CC VB
7301,VB CD
7302,VB CD IN
7303,VB CD NN
7304,VB CD NNS
7305,VB DT
7306,VB DT CC
7308,VB DT DT
7309,VB DT IN
7310,VB DT JJ
7311,VB DT JJR
7312,VB DT JJS
7313,VB DT NN
7314,VB DT NNP
7315,VB DT NNS
7316,VB DT PRP
7317,VB DT RB
7318,VB DT RBS
7321,VB DT VBD
7324,VB DT VBZ
7325,VB IN
7328,VB IN DT
7329,VB IN IN
7330,VB IN JJ
7331,VB IN NN
7332,VB IN NNP
7333,VB IN NNS
7334,VB IN PRP
7335,VB IN RB
7336,VB IN TO
7337,VB IN VB
7338,VB IN VBG
7339,VB IN WRB
7340,VB JJ
7341,VB JJ CC
7342,VB JJ DT
7343,VB JJ IN
7344,VB JJ JJ
7345,VB JJ NN
7346,VB JJ NNP
7347,VB JJ NNS
7348,VB JJ PRP
7349,VB JJ RB
7350,VB JJ TO
7351,VB JJ VB
7352,VB JJ VBG
7355,VB JJ WRB
7356,VB JJR
7357,VB JJR IN
7358,VB JJR NN
7360,VB NN
7361,VB NN CC
7362,VB NN DT
7363,VB NN IN
7364,VB NN JJ
7365,VB NN NN
7366,VB NN NNP
7367,VB NN NNS
7368,VB NN PRP
7369,VB NN RB
7370,VB NN TO
7371,VB NN VB
7372,VB NN VBD
7373,VB NN VBG
7378,VB NNP
7379,VB NNP CC
7380,VB NNP DT
7381,VB NNP IN
7382,VB NNP JJ
7383,VB NNP NN
7384,VB NNP NNP
7387,VB NNP RB
7388,VB NNP VB
7389,VB NNP VBD
7391,VB NNS
7392,VB NNS CC
7394,VB NNS IN
7395,VB NNS JJ
7398,VB NNS RB
7399,VB NNS TO
7400,VB NNS VB
7401,VB NNS VBP
7402,VB PDT
7403,VB PDT DT
7404,VB PRP
7405,VB PRP CC
7407,VB PRP DT
7408,VB PRP IN
7409,VB PRP JJ
7410,VB PRP JJR
7411,VB PRP MD
7412,VB PRP NN
7413,VB PRP NNP
7414,VB PRP NNS
7415,VB PRP PRP
7416,VB PRP RB
7417,VB PRP RP
7418,VB PRP TO
7419,VB PRP VB
7420,VB PRP VBD
7421,VB PRP VBG
7422,VB PRP VBN
7423,VB PRP VBP
7424,VB PRP VBZ
7425,VB PRP WP
7426,VB PRP WRB
7427,VB RB
7429,VB RB DT
7430,VB RB IN
7431,VB RB JJ
7432,VB RB NN
7433,VB RB NNP
7434,VB RB PRP
7435,VB RB RB
7436,VB RB TO
7437,VB RB VB
7440,VB RB VBP
7441,VB RBR
7442,VB RP
7443,VB RP CC
7444,VB RP DT
7445,VB RP IN
7446,VB RP JJ
7447,VB RP NN
7448,VB RP NNP
7449,VB RP NNS
7450,VB RP PRP
7451,VB RP RB
7453,VB TO
7454,VB TO DT
7455,VB TO NN
7456,VB TO NNP
7457,VB TO PRP
7458,VB TO VB
7459,VB VB
7460,VB VB DT
7461,VB VB IN
7462,VB VB JJ
7463,VB VB NN
7464,VB VB NNP
7465,VB VB NNS
7466,VB VB PRP
7467,VB VB RB
7468,VB VB RP
7469,VB VB TO
7470,VB VB VB
7471,VB VB VBG
7472,VB VB VBN
7474,VB VBD
7475,VB VBD DT
7476,VB VBG
7478,VB VBG IN
7479,VB VBG JJ
7480,VB VBG NN
7481,VB VBG NNP
7482,VB VBG NNS
7483,VB VBG PRP
7484,VB VBG RB
7487,VB VBN
7489,VB VBN DT
7490,VB VBN IN
7491,VB VBN JJ
7492,VB VBN NN
7494,VB VBN PRP
7496,VB VBN RP
7499,VB VBN WRB
7500,VB VBP
7502,VB VBZ
7503,VB VBZ DT
7505,VB WP
7508,VB WP JJ
7509,VB WP NN
7510,VB WP PRP
7514,VB WRB
7515,VB WRB DT
7516,VB WRB JJ
7518,VB WRB NNP
7519,VB WRB NNS
7520,VB WRB PRP
7521,VB WRB TO
7522,VBD
7523,VBD CC
7527,VBD CC VBD
7528,VBD CD
7529,VBD CD IN
7530,VBD CD NN
7531,VBD CD NNS
7532,VBD DT
7533,VBD DT CD
7535,VBD DT IN
7536,VBD DT JJ
7537,VBD DT JJS
7538,VBD DT NN
7539,VBD DT NNP
7540,VBD DT NNS
7541,VBD DT PRP
7543,VBD DT RBS
7545,VBD IN
7547,VBD IN DT
7548,VBD IN IN
7549,VBD IN JJ
7550,VBD IN NN
7551,VBD IN NNP
7552,VBD IN NNS
7553,VBD IN PRP
7554,VBD IN RB
7555,VBD IN TO
7557,VBD JJ
7558,VBD JJ CC
7559,VBD JJ DT
7560,VBD JJ IN
7561,VBD JJ JJ
7562,VBD JJ NN
7564,VBD JJ NNS
7565,VBD JJ PRP
7566,VBD JJ RB
7567,VBD JJ TO
7568,VBD JJ VB
7569,VBD JJ VBG
7570,VBD JJR
7571,VBD MD
7572,VBD NN
7573,VBD NN CC
7574,VBD NN DT
7575,VBD NN IN
7576,VBD NN JJ
7577,VBD NN NN
7579,VBD NN NNS
7580,VBD NN PRP
7581,VBD NN RB
7582,VBD NN RP
7583,VBD NN TO
7584,VBD NN VB
7585,VBD NN VBD
7588,VBD NN VBZ
7590,VBD NNP
7591,VBD NNP DT
7593,VBD NNP JJ
7595,VBD NNP NNP
7596,VBD NNP NNS
7598,VBD NNP VB
7599,VBD NNP VBD
7600,VBD NNP VBZ
7601,VBD NNS
7603,VBD NNS IN
7604,VBD NNS JJ
7605,VBD NNS NN
7606,VBD NNS NNP
7610,VBD NNS TO
7611,VBD NNS VB
7614,VBD NNS VBP
7615,VBD PDT
7616,VBD PDT DT
7617,VBD PRP
7618,VBD PRP CC
7619,VBD PRP DT
7620,VBD PRP IN
7621,VBD PRP JJ
7623,VBD PRP MD
7624,VBD PRP NN
7625,VBD PRP NNP
7626,VBD PRP NNS
7628,VBD PRP RB
7629,VBD PRP RP
7630,VBD PRP TO
7631,VBD PRP VB
7632,VBD PRP VBD
7633,VBD PRP VBG
7634,VBD PRP VBP
7635,VBD PRP VBZ
7637,VBD RB
7638,VBD RB CC
7639,VBD RB DT
7640,VBD RB IN
7641,VBD RB JJ
7642,VBD RB NN
7643,VBD RB NNP
7644,VBD RB NNS
7645,VBD RB PRP
7646,VBD RB RB
7647,VBD RB TO
7648,VBD RB VB
7649,VBD RB VBG
7650,VBD RB VBN
7651,VBD RBR
7652,VBD RBR JJ
7653,VBD RP
7655,VBD RP DT
7656,VBD RP IN
7657,VBD RP JJ
7658,VBD RP NN
7659,VBD RP NNP
7660,VBD RP NNS
7661,VBD RP PRP
7663,VBD RP VBG
7664,VBD TO
7665,VBD TO DT
7666,VBD TO JJ
7669,VBD TO PRP
7670,VBD TO VB
7671,VBD VB
7672,VBD VB DT
7674,VBD VB JJ
7676,VBD VB NNP
7677,VBD VB PRP
7678,VBD VB RB
7679,VBD VB RP
7680,VBD VBD
7681,VBD VBD DT
7683,VBD VBG
7684,VBD VBG DT
7685,VBD VBG IN
7686,VBD VBG JJ
7687,VBD VBG NN
7688,VBD VBG NNP
7689,VBD VBG NNS
7690,VBD VBG PRP
7691,VBD VBG RB
7692,VBD VBG RP
7693,VBD VBG TO
7694,VBD VBN
7695,VBD VBN CC
7696,VBD VBN DT
7697,VBD VBN IN
7699,VBD VBN NN
7700,VBD VBN NNP
7701,VBD VBN PRP
7702,VBD VBN RB
7703,VBD VBN RP
7704,VBD VBN TO
7707,VBD WP PRP
7708,VBD WRB
7709,VBD WRB JJ
7710,VBD WRB PRP
7711,VBG
7712,VBG CC
7713,VBG CC PRP
7715,VBG CD
7716,VBG DT
7717,VBG DT JJ
7718,VBG DT NN
7719,VBG DT NNP
7720,VBG DT NNS
7721,VBG DT PRP
7722,VBG IN
7723,VBG IN CC
7724,VBG IN CD
7725,VBG IN DT
7726,VBG IN IN
7727,VBG IN JJ
7728,VBG IN NN
7729,VBG IN NNP
7730,VBG IN NNS
7731,VBG IN PRP
7733,VBG IN VBG
7734,VBG IN WP
7736,VBG JJ
7737,VBG JJ CC
7740,VBG JJ JJ
7741,VBG JJ NN
7742,VBG JJ NNP
7743,VBG JJ NNS
7744,VBG JJ PRP
7745,VBG JJ RB
7747,VBG JJ VBG
7748,VBG JJR
7749,VBG JJR NN
7750,VBG NN
7751,VBG NN CC
7753,VBG NN IN
7754,VBG NN JJ
7755,VBG NN NN
7756,VBG NN NNP
7757,VBG NN NNS
7758,VBG NN PRP
7759,VBG NN RB
7760,VBG NN TO
7761,VBG NN VB
7762,VBG NN VBD
7763,VBG NN VBG
7765,VBG NN WDT
7768,VBG NNP
7769,VBG NNP CC
7770,VBG NNP IN
7771,VBG NNP NN
7772,VBG NNP NNP
7773,VBG NNP NNS
7775,VBG NNP VBG
7776,VBG NNS
7777,VBG NNS CC
7778,VBG NNS IN
7779,VBG NNS JJ
7780,VBG NNS NN
7781,VBG NNS NNP
7782,VBG NNS NNS
7783,VBG NNS PRP
7784,VBG NNS RB
7785,VBG NNS TO
7786,VBG NNS VB
7787,VBG NNS VBG
7788,VBG NNS VBP
7790,VBG PDT
7791,VBG PDT DT
7792,VBG PRP
7793,VBG PRP CC
7794,VBG PRP DT
7795,VBG PRP IN
7796,VBG PRP JJ
7797,VBG PRP MD
7798,VBG PRP NN
7800,VBG PRP NNS
7801,VBG PRP PRP
7802,VBG PRP RB
7803,VBG PRP RP
7804,VBG PRP TO
7805,VBG PRP VB
7806,VBG PRP VBD
7807,VBG PRP VBP
7808,VBG PRP VBZ
7809,VBG RB
7810,VBG RB DT
7811,VBG RB IN
7812,VBG RB JJ
7813,VBG RB NN
7814,VBG RB NNP
7815,VBG RB PRP
7816,VBG RB RB
7818,VBG RP
7819,VBG RP DT
7820,VBG RP IN
7821,VBG RP JJ
7822,VBG RP NN
7823,VBG RP NNP
7824,VBG RP NNS
7825,VBG RP PRP
7826,VBG RP RB
7827,VBG TO
7828,VBG TO DT
7829,VBG TO NNP
7830,VBG TO PRP
7831,VBG TO VB
7832,VBG VB
7833,VBG VB DT
7834,VBG VB PRP
7835,VBG VBD
7836,VBG VBG
7838,VBG VBN
7840,VBG VBN IN
7841,VBG VBN NN
7842,VBG VBP
7843,VBG VBZ
7844,VBG WP
7846,VBG WRB
7848,VBN
7849,VBN CC
7851,VBN CC PRP
7852,VBN CC VBN
7854,VBN DT
7855,VBN DT IN
7856,VBN DT JJ
7857,VBN DT NN
7858,VBN DT NNP
7859,VBN DT NNS
7860,VBN IN
7862,VBN IN CD
7863,VBN IN DT
7864,VBN IN IN
7865,VBN IN JJ
7866,VBN IN NN
7867,VBN IN NNP
7868,VBN IN NNS
7869,VBN IN PRP
7870,VBN IN RB
7871,VBN IN VBG
7873,VBN JJ
7875,VBN JJ IN
7877,VBN JJ NN
7880,VBN JJ PRP
7882,VBN NN
7883,VBN NN CC
7885,VBN NN IN
7886,VBN NN JJ
7887,VBN NN NN
7888,VBN NN NNP
7889,VBN NN NNS
7890,VBN NN PRP
7892,VBN NN TO
7893,VBN NN VBZ
7894,VBN NNP
7895,VBN NNP IN
7897,VBN NNP NNP
7898,VBN NNP VBD
7900,VBN NNS
7901,VBN NNS CC
7903,VBN NNS JJ
7904,VBN PRP
7905,VBN PRP DT
7906,VBN PRP IN
7907,VBN PRP JJ
7908,VBN PRP MD
7909,VBN PRP NN
7910,VBN PRP NNS
7911,VBN PRP RB
7914,VBN PRP VBD
7915,VBN PRP VBP
7916,VBN RB
7917,VBN RB DT
7919,VBN RB JJ
7920,VBN RB PRP
7922,VBN RB VB
7923,VBN RB VBN
7924,VBN RP
7925,VBN RP DT
7926,VBN RP IN
7927,VBN RP JJ
7928,VBN RP NN
7929,VBN RP NNP
7930,VBN RP NNS
7931,VBN RP PRP
7932,VBN RP RB
7933,VBN TO
7934,VBN TO DT
7935,VBN TO NNP
7936,VBN TO PRP
7937,VBN TO VB
7938,VBN VB
7940,VBN VB JJ
7941,VBN VB PRP
7943,VBN VBD
7944,VBN VBG
7945,VBN VBG DT
7949,VBN VBN
7950,VBN VBN IN
7951,VBN VBP
7953,VBN WRB
7954,VBN WRB PRP
7955,VBP
7956,VBP CC
7957,VBP CC DT
7959,VBP CC PRP
7960,VBP CC RB
7962,VBP CC VBP
7963,VBP CD
7964,VBP CD IN
7965,VBP CD NN
7967,VBP DT
7968,VBP DT CC
7970,VBP DT DT
7971,VBP DT IN
7972,VBP DT JJ
7973,VBP DT JJR
7974,VBP DT JJS
7975,VBP DT NN
7976,VBP DT NNP
7977,VBP DT NNS
7978,VBP DT PRP
7979,VBP DT RB
7980,VBP DT RBS
7982,VBP DT VBD
7985,VBP DT VBZ
7987,VBP IN
7990,VBP IN DT
7991,VBP IN IN
7992,VBP IN JJ
7993,VBP IN NN
7994,VBP IN NNP
7995,VBP IN NNS
7996,VBP IN PRP
7997,VBP IN RB
7998,VBP IN TO
7999,VBP IN VBG
8000,VBP IN VBP
8003,VBP JJ
8004,VBP JJ CC
8006,VBP JJ IN
8007,VBP JJ JJ
8008,VBP JJ NN
8009,VBP JJ NNP
8010,VBP JJ NNS
8011,VBP JJ PRP
8012,VBP JJ RB
8013,VBP JJ TO
8014,VBP JJ VB
8015,VBP JJ VBD
8016,VBP JJ VBG
8017,VBP JJ VBN
8018,VBP JJ VBP
8020,VBP JJR
8021,VBP JJR IN
8023,VBP JJR NNS
8024,VBP MD
8025,VBP MD VB
8026,VBP NN
8027,VBP NN CC
8028,VBP NN DT
8029,VBP NN IN
8030,VBP NN JJ
8031,VBP NN NN
8032,VBP NN NNP
8033,VBP NN NNS
8034,VBP NN PRP
8035,VBP NN RB
8036,VBP NN TO
8037,VBP NN VB
8039,VBP NN VBG
8042,VBP NN VBZ
8043,VBP NN WDT
8044,VBP NNP
8046,VBP NNP DT
8047,VBP NNP IN
8048,VBP NNP JJ
8049,VBP NNP NN
8050,VBP NNP NNP
8052,VBP NNP PRP
8053,VBP NNP RB
8057,VBP NNP VBZ
8058,VBP NNS
8059,VBP NNS CC
8060,VBP NNS DT
8061,VBP NNS IN
8064,VBP NNS NN
8065,VBP NNS NNP
8066,VBP NNS NNS
8067,VBP NNS PRP
8068,VBP NNS RB
8069,VBP NNS TO
8070,VBP NNS VB
8071,VBP NNS VBD
8074,VBP NNS VBP
8075,VBP NNS WDT
8077,VBP PDT
8078,VBP PDT DT
8079,VBP PRP
8080,VBP PRP CC
8081,VBP PRP DT
8082,VBP PRP IN
8083,VBP PRP JJ
8085,VBP PRP MD
8086,VBP PRP NN
8087,VBP PRP NNP
8088,VBP PRP NNS
8089,VBP PRP PRP
8090,VBP PRP RB
8091,VBP PRP RP
8092,VBP PRP TO
8093,VBP PRP VB
8094,VBP PRP VBD
8095,VBP PRP VBG
8096,VBP PRP VBN
8097,VBP PRP VBP
8098,VBP PRP VBZ
8099,VBP RB
8100,VBP RB CC
8101,VBP RB DT
8102,VBP RB IN
8103,VBP RB JJ
8105,VBP RB NNP
8106,VBP RB NNS
8107,VBP RB PRP
8108,VBP RB RB
8110,VBP RB VB
8111,VBP RB VBD
8112,VBP RB VBG
8113,VBP RB VBN
8114,VBP RB VBP
8115,VBP RB WRB
8116,VBP RBR
8117,VBP RP
8118,VBP RP DT
8119,VBP RP IN
8120,VBP RP JJ
8121,VBP RP NN
8122,VBP RP NNP
8124,VBP RP PRP
8125,VBP RP RB
8128,VBP TO
8129,VBP TO DT
8130,VBP TO NN
8133,VBP TO VB
8134,VBP UH
8135,VBP VB
8136,VBP VB DT
8137,VBP VB IN
8138,VBP VB JJ
8139,VBP VB NN
8140,VBP VB NNP
8141,VBP VB NNS
8142,VBP VB PRP
8144,VBP VB RP
8145,VBP VB TO
8146,VBP VB VB
8147,VBP VB VBG
8148,VBP VB VBN
8149,VBP VB WRB
8150,VBP VBD
8151,VBP VBD DT
8152,VBP VBD IN
8153,VBP VBD JJ
8155,VBP VBG
8156,VBP VBG CC
8157,VBP VBG DT
8158,VBP VBG IN
8159,VBP VBG JJ
8160,VBP VBG NN
8161,VBP VBG NNP
8162,VBP VBG NNS
8163,VBP VBG PRP
8165,VBP VBG RP
8166,VBP VBG TO
8167,VBP VBG VBN
8168,VBP VBN
8169,VBP VBN DT
8170,VBP VBN IN
8171,VBP VBN JJ
8172,VBP VBN NN
8173,VBP VBN NNP
8174,VBP VBN NNS
8176,VBP VBN RB
8177,VBP VBN RP
8178,VBP VBN TO
8179,VBP VBN VBG
8180,VBP VBN VBN
8181,VBP VBP
8182,VBP VBP DT
8183,VBP VBP IN
8184,VBP VBP JJ
8186,VBP VBP PRP
8188,VBP VBP TO
8189,VBP VBP VB
8190,VBP VBP VBN
8191,VBP VBZ
8192,VBP VBZ DT
8193,VBP VBZ IN
8196,VBP VBZ RB
8197,VBP WDT
8198,VBP WP
8199,VBP WP DT
8200,VBP WP IN
8201,VBP WP PRP
8202,VBP WP VBP
8204,VBP WRB
8206,VBP WRB JJ
8207,VBP WRB NN
8208,VBP WRB NNS
8209,VBP WRB PRP
8210,VBZ
8211,VBZ CC
8213,VBZ CD
8214,VBZ CD IN
8217,VBZ DT
8218,VBZ DT CD
8219,VBZ DT DT
8221,VBZ DT JJ
8222,VBZ DT JJS
8223,VBZ DT NN
8224,VBZ DT NNP
8225,VBZ DT NNS
8227,VBZ DT RB
8228,VBZ DT RBS
8229,VBZ IN
8230,VBZ IN DT
8232,VBZ IN JJ
8233,VBZ IN NN
8234,VBZ IN NNP
8235,VBZ IN NNS
8236,VBZ IN PRP
8237,VBZ IN RB
8238,VBZ IN TO
8240,VBZ IN VBG
8241,VBZ JJ
8242,VBZ JJ CC
8243,VBZ JJ DT
8244,VBZ JJ IN
8245,VBZ JJ JJ
8246,VBZ JJ NN
8247,VBZ JJ NNP
8248,VBZ JJ NNS
8249,VBZ JJ PRP
8250,VBZ JJ RB
8251,VBZ JJ TO
8252,VBZ JJ VB
8253,VBZ JJ VBG
8254,VBZ JJ VBP
8255,VBZ JJ WRB
8256,VBZ JJR
8257,VBZ JJR IN
8258,VBZ JJR NNS
8260,VBZ NN
8261,VBZ NN CC
8262,VBZ NN DT
8263,VBZ NN IN
8264,VBZ NN JJ
8265,VBZ NN NN
8266,VBZ NN NNP
8267,VBZ NN NNS
8268,VBZ NN PRP
8270,VBZ NN TO
8271,VBZ NN VB
8272,VBZ NN VBD
8274,VBZ NN VBP
8275,VBZ NN VBZ
8276,VBZ NNP
8277,VBZ NNP DT
8278,VBZ NNP IN
8280,VBZ NNP NN
8281,VBZ NNP NNP
8282,VBZ NNP NNS
8285,VBZ NNP VB
8286,VBZ NNS
8288,VBZ NNS IN
8290,VBZ NNS NN
8291,VBZ NNS VB
8292,VBZ NNS VBP
8293,VBZ PDT
8294,VBZ PDT DT
8295,VBZ PRP
8296,VBZ PRP DT
8297,VBZ PRP IN
8298,VBZ PRP JJ
8300,VBZ PRP NN
8301,VBZ PRP NNP
8303,VBZ PRP PRP
8304,VBZ PRP RB
8306,VBZ PRP TO
8307,VBZ PRP VB
8308,VBZ PRP VBD
8309,VBZ PRP VBG
8310,VBZ PRP VBP
8311,VBZ PRP VBZ
8312,VBZ RB
8313,VBZ RB DT
8314,VBZ RB IN
8315,VBZ RB JJ
8317,VBZ RB NNP
8318,VBZ RB PRP
8319,VBZ RB RB
8320,VBZ RB TO
8321,VBZ RB VB
8322,VBZ RB VBG
8323,VBZ RB VBN
8324,VBZ RB WP
8325,VBZ RB WRB
8326,VBZ RBR
8327,VBZ RBR JJ
8328,VBZ RP
8329,VBZ RP DT
8330,VBZ RP IN
8331,VBZ RP JJ
8332,VBZ RP NN
8336,VBZ TO
8338,VBZ TO PRP
8339,VBZ TO VB
8340,VBZ VB
8341,VBZ VB DT
8342,VBZ VB IN
8344,VBZ VB NN
8346,VBZ VB PRP
8347,VBZ VBD
8348,VBZ VBG
8349,VBZ VBG DT
8351,VBZ VBG JJ
8352,VBZ VBG NN
8353,VBZ VBG NNP
8354,VBZ VBG NNS
8355,VBZ VBG PRP
8356,VBZ VBG RB
8358,VBZ VBG TO
8360,VBZ VBN
8362,VBZ VBN DT
8363,VBZ VBN IN
8364,VBZ VBN JJ
8365,VBZ VBN NN
8366,VBZ VBN NNP
8368,VBZ VBN PRP
8369,VBZ VBN RB
8370,VBZ VBN RP
8371,VBZ VBN TO
8373,VBZ VBN VBN
8374,VBZ VBP
8375,VBZ VBP DT
8377,VBZ VBP NN
8378,VBZ VBZ
8380,VBZ WP
8381,VBZ WP DT
8382,VBZ WP PRP
8384,VBZ WRB
8385,VBZ WRB DT
8386,VBZ WRB JJ
8387,VBZ WRB PRP
8388,WDT
8389,WDT CD
8390,WDT JJ
8394,WDT NN
8395,WDT NN IN
8398,WDT NNP
8400,WDT PRP
8401,WDT PRP VBP
8402,WDT RB
8405,WDT VBD
8406,WDT VBD DT
8407,WDT VBD IN
8411,WDT VBD PRP
8412,WDT VBD RB
8414,WDT VBP
8415,WDT VBP DT
8416,WDT VBP IN
8417,WDT VBP JJ
8419,WDT VBP PRP
8420,WDT VBP RB
8423,WDT VBZ
8424,WDT VBZ DT
8425,WDT VBZ IN
8426,WDT VBZ JJ
8427,WDT VBZ NN
8428,WDT VBZ PRP
8429,WDT VBZ RB
8432,WDT VBZ WRB
8433,WP
8434,WP DT
8435,WP DT JJ
8436,WP DT NN
8437,WP IN
8438,WP IN DT
8439,WP IN NN
8441,WP JJ
8442,WP JJ NN
8444,WP MD
8446,WP MD VB
8447,WP NN
8448,WP NN IN
8449,WP NN NN
8450,WP NN PRP
8451,WP NN VBD
8452,WP NN VBZ
8453,WP NNP
8456,WP PRP
8457,WP PRP NN
8458,WP PRP VBD
8459,WP PRP VBG
8460,WP PRP VBP
8461,WP PRP VBZ
8462,WP RB
8463,WP RB VBD
8464,WP RB VBP
8467,WP VB
8469,WP VBD
8470,WP VBD DT
8471,WP VBD IN
8472,WP VBD JJ
8473,WP VBD NN
8474,WP VBD PRP
8475,WP VBD RP
8476,WP VBD TO
8478,WP VBP
8479,WP VBP DT
8480,WP VBP IN
8481,WP VBP JJ
8482,WP VBP NN
8484,WP VBP NNS
8485,WP VBP PRP
8486,WP VBP RB
8488,WP VBP VB
8489,WP VBP VBN
8490,WP VBP VBP
8491,WP VBZ
8492,WP VBZ DT
8493,WP VBZ IN
8495,WP VBZ NN
8496,WP VBZ NNP
8497,WP VBZ NNS
8499,WP VBZ TO
8500,WP VBZ VBG
8501,WP VBZ VBP
8502,WP VBZ WRB
8503,WRB
8504,WRB DT
8505,WRB DT JJ
8506,WRB DT NN
8507,WRB DT NNS
8508,WRB DT RB
8509,WRB IN
8510,WRB IN PRP
8511,WRB JJ
8512,WRB JJ DT
8513,WRB JJ IN
8515,WRB JJ NN
8516,WRB JJ NNS
8517,WRB JJ PRP
8518,WRB JJ VB
8520,WRB JJ VBP
8521,WRB MD
8522,WRB MD PRP
8524,WRB NN
8525,WRB NN DT
8526,WRB NN IN
8528,WRB NN NN
8530,WRB NN PRP
8535,WRB NN VBP
8536,WRB NN VBZ
8537,WRB NNP
8538,WRB NNP NNP
8539,WRB NNP VBD
8540,WRB NNP VBZ
8541,WRB NNS
8542,WRB NNS IN
8543,WRB NNS VB
8544,WRB NNS VBP
8545,WRB PDT
8546,WRB PDT DT
8547,WRB PRP
8550,WRB PRP JJ
8551,WRB PRP MD
8552,WRB PRP NN
8553,WRB PRP NNS
8554,WRB PRP RB
8555,WRB PRP VB
8556,WRB PRP VBD
8557,WRB PRP VBG
8559,WRB PRP VBP
8560,WRB PRP VBZ
8561,WRB RB
8562,WRB RB JJ
8563,WRB RB PRP
8564,WRB RB VB
8565,WRB TO
8566,WRB TO VB
8567,WRB VB
8568,WRB VB DT
8570,WRB VBD
8571,WRB VBD PRP
8572,WRB VBG
8573,WRB VBP
8574,WRB VBP DT
8575,WRB VBP NNS
8576,WRB VBP PRP
8578,WRB VBZ
8581,WRB VBZ NNP
8582,WRB VBZ PRP
8583,FKRA
8584,FRE
8585,num_syllables
8586,avg_syl_per_word
8587,num_chars
8588,num_chars_total
8589,num_terms
8590,num_words
8591,num_unique_words
8592,vader neg
8593,vader pos
8594,vader neu
8595,vader compound
8596,num_urls
8597,num_mentions
8598,num_hashtags
8600,is_retweet
